user_id,isbn,rating
11676,0002005018,7.546889305114746
116866,0002005018,8.510316848754883
152827,0060973129,7.678722381591797
157969,0374157065,7.646849632263184
67958,0399135782,8.472471237182617
213191,0399135782,6.178833961486816
245827,0399135782,5.575995445251465
11676,0671870432,6.700447082519531
263256,1558746218,7.886340618133545
226745,1881320189,7.734447479248047
7352,0440234743,5.9404401779174805
12923,0440234743,7.547405242919922
13552,0440234743,8.160664558410645
21264,0440234743,6.48433780670166
31299,0440234743,7.824636936187744
64535,0440234743,7.051944732666016
70666,0440234743,6.415948390960693
75819,0440234743,7.576804161071777
79740,0440234743,4.628366470336914
85534,0440234743,8.344611167907715
100393,0440234743,4.916577339172363
108143,0440234743,8.331920623779297
116127,0440234743,7.225912094116211
122251,0440234743,6.537086486816406
128463,0440234743,7.547405242919922
131703,0440234743,7.547405242919922
132144,0440234743,7.547405242919922
134863,0440234743,7.528299331665039
136707,0440234743,7.585395812988281
143939,0440234743,7.715834617614746
144062,0440234743,9.23792552947998
150400,0440234743,7.547405242919922
154730,0440234743,4.651611328125
165884,0440234743,5.489898681640625
187533,0440234743,8.243110656738281
187944,0440234743,7.609865188598633
217516,0440234743,6.621842384338379
227392,0440234743,7.1209917068481445
240567,0440234743,7.3002119064331055
245616,0440234743,5.222302436828613
250101,0440234743,9.693655014038086
258884,0440234743,6.917472839355469
259223,0440234743,8.60641860961914
273979,0440234743,7.484682083129883
6242,0452264464,5.497861385345459
8570,0452264464,7.173187732696533
11104,0452264464,7.43851375579834
11676,0452264464,7.437235355377197
36197,0452264464,7.435702800750732
36907,0452264464,8.835332870483398
80837,0452264464,7.606778144836426
102359,0452264464,8.488334655761719
144803,0452264464,7.458430290222168
165319,0452264464,6.049720287322998
174633,0452264464,8.116348266601562
221232,0452264464,8.157753944396973
252627,0452264464,8.43264389038086
271135,0452264464,6.712423324584961
271144,0452264464,5.366083145141602
11676,0609804618,7.841593265533447
79089,0609804618,7.287513256072998
271622,0609804618,8.112664222717285
141518,1841721522,8.777083396911621
157118,1841721522,9.0242280960083
14,0689821166,7.158561706542969
4784,0971880107,3.9170680046081543
8453,0971880107,3.3896069526672363
11554,0971880107,2.712106704711914
12264,0971880107,3.1971797943115234
13088,0971880107,3.205852508544922
13221,0971880107,3.505664348602295
14049,0971880107,3.784818649291992
14461,0971880107,4.419488906860352
20147,0971880107,3.9132614135742188
21404,0971880107,3.041775703430176
24664,0971880107,3.084345817565918
28091,0971880107,3.2256827354431152
28735,0971880107,3.566422462463379
32329,0971880107,3.4813575744628906
33535,0971880107,2.9839024543762207
37538,0971880107,4.323805332183838
40841,0971880107,3.1971797943115234
41596,0971880107,2.424747943878174
45666,0971880107,2.6120481491088867
46398,0971880107,2.7661375999450684
49954,0971880107,3.1971797943115234
51803,0971880107,2.2449774742126465
55894,0971880107,3.3798954486846924
59994,0971880107,3.785672187805176
60633,0971880107,3.3896069526672363
61028,0971880107,4.33598518371582
64819,0971880107,3.3896069526672363
65145,0971880107,3.796621799468994
65370,0971880107,2.7596588134765625
67636,0971880107,3.1468305587768555
67704,0971880107,2.699860095977783
69378,0971880107,2.6902217864990234
70153,0971880107,3.341036319732666
71162,0971880107,3.663975238800049
71464,0971880107,3.412093162536621
72030,0971880107,3.1971797943115234
74910,0971880107,3.474674701690674
79738,0971880107,3.287726402282715
83469,0971880107,3.412093162536621
